Table 1: Cumulative Number of Cases Tested Positive for COVID-19 - as reported on that date on SG website,,,,,,,,,,,,,,,,,,,,,
"(asterisk * denotes less than 5, for disclosure reasons).",,,,,,,,,,,,,,,,,,,,,
Date notified,NHS Ayrshire & Arran,NHS Borders,NHS Dumfries & Galloway,NHS Fife,NHS Forth Valley,NHS Grampian,NHS Greater Glasgow & Clyde,NHS Highland,NHS Lanarkshire,NHS Lothian,NHS Orkney,NHS Shetland,NHS Tayside,NHS Western Isles,Scotland,,,,,,
08/12/2020," 7,218 "," 1,041 "," 1,185 "," 4,701 "," 4,488 "," 5,233 "," 34,564 "," 1,589 "," 20,540 "," 14,407 ", 38 , 76 ," 6,313 ", 82 ," 101,475 ",,,,,,
09/12/2020," 7,283 "," 1,056 "," 1,194 "," 4,764 "," 4,539 "," 5,330 "," 34,787 "," 1,602 "," 20,687 "," 14,557 ", 38 , 76 ," 6,377 ", 82 ," 102,372 ",,,,,,
10/12/2020," 7,364 "," 1,067 "," 1,200 "," 4,855 "," 4,619 "," 5,393 "," 35,002 "," 1,613 "," 20,843 "," 14,715 ", 38 , 76 ," 6,434 ", 86 ," 103,305 ",,,,,,
11/12/2020," 7,481 "," 1,079 "," 1,204 "," 4,934 "," 4,653 "," 5,504 "," 35,248 "," 1,626 "," 20,968 "," 14,911 ", 38 , 76 ," 6,498 ", 86 ," 104,306 ",,,,,,
12/12/2020," 7,570 "," 1,104 "," 1,209 "," 5,038 "," 4,708 "," 5,583 "," 35,544 "," 1,640 "," 21,119 "," 15,054 ", 38 , 76 ," 6,601 ", 86 ," 105,370 ",,,,,,
13/12/2020," 7,650 "," 1,118 "," 1,211 "," 5,110 "," 4,736 "," 5,663 "," 35,723 "," 1,657 "," 21,235 "," 15,193 ", 38 , 76 ," 6,674 ", 86 ," 106,170 ",,,,,,
14/12/2020," 7,731 "," 1,129 "," 1,213 "," 5,152 "," 4,765 "," 5,726 "," 35,936 "," 1,669 "," 21,330 "," 15,328 ", 38 , 76 ," 6,723 ", 88 ," 106,904 ",,,,,,
15/12/2020," 7,811 "," 1,144 "," 1,218 "," 5,219 "," 4,805 "," 5,812 "," 36,142 "," 1,681 "," 21,457 "," 15,496 ", 38 , 76 ," 6,761 ", 89 ," 107,749 ",,,,,,
16/12/2020," 7,902 "," 1,162 "," 1,223 "," 5,263 "," 4,836 "," 5,893 "," 36,251 "," 1,697 "," 21,549 "," 15,636 ", 38 , 76 ," 6,822 ", 90 ," 108,438 ",,,,,,
17/12/2020," 7,965 "," 1,173 "," 1,236 "," 5,335 "," 4,879 "," 5,996 "," 36,472 "," 1,723 "," 21,678 "," 15,779 ", 38 , 76 ," 6,856 ", 90 ," 109,296 ",,,,,,
18/12/2020," 8,016 "," 1,195 "," 1,247 "," 5,375 "," 4,908 "," 6,090 "," 36,644 "," 1,738 "," 21,743 "," 15,937 ", 38 , 76 ," 6,943 ", 90 ," 110,040 ",,,,,,
19/12/2020," 8,081 "," 1,205 "," 1,248 "," 5,413 "," 4,939 "," 6,136 "," 36,764 "," 1,750 "," 21,864 "," 16,040 ", 38 , 76 ," 6,966 ", 91 ," 110,612 ",,,,,,
20/12/2020," 8,176 "," 1,216 "," 1,258 "," 5,471 "," 4,974 "," 6,264 "," 37,038 "," 1,772 "," 21,951 "," 16,183 ", 38 , 76 ," 7,037 ", 92 ," 111,546 ",,,,,,
21/12/2020," 8,282 "," 1,244 "," 1,273 "," 5,552 "," 5,060 "," 6,408 "," 37,404 "," 1,797 "," 22,190 "," 16,460 ", 38 , 77 ," 7,173 ", 92 ," 113,050 ",,,,,,
22/12/2020," 8,382 "," 1,267 "," 1,298 "," 5,633 "," 5,100 "," 6,580 "," 37,825 "," 1,819 "," 22,331 "," 16,676 ", 38 , 77 ," 7,248 ", 92 ," 114,366 ",,,,,,
23/12/2020," 8,509 "," 1,283 "," 1,309 "," 5,701 "," 5,164 "," 6,736 "," 38,084 "," 1,837 "," 22,545 "," 16,833 ", 38 , 78 ," 7,347 ", 92 ," 115,556 ",,,,,,
24/12/2020," 8,609 "," 1,305 "," 1,327 "," 5,789 "," 5,202 "," 6,864 "," 38,418 "," 1,872 "," 22,779 "," 17,036 ", 38 , 80 ," 7,459 ", 92 ," 116,870 ",,,,,,
25/12/2020," 8,700 "," 1,333 "," 1,341 "," 5,844 "," 5,244 "," 7,014 "," 38,718 "," 1,906 "," 22,930 "," 17,239 ", 38 , 86 ," 7,548 ", 94 ," 118,035 ",,,,,,
26/12/2020," 8,771 "," 1,361 "," 1,358 "," 5,905 "," 5,287 "," 7,117 "," 39,041 "," 1,948 "," 23,147 "," 17,405 ", 39 , 87 ," 7,624 ", 94 ," 119,184 ",,,,,,
27/12/2020," 8,823 "," 1,383 "," 1,385 "," 5,943 "," 5,317 "," 7,174 "," 39,273 "," 1,973 "," 23,247 "," 17,509 ", 39 , 89 ," 7,675 ", 94 ," 119,924 ",,,,,,
28/12/2020," 8,885 "," 1,398 "," 1,393 "," 6,007 "," 5,358 "," 7,262 "," 39,525 "," 1,990 "," 23,402 "," 17,661 ", 39 , 91 ," 7,786 ", 94 ," 120,891 ",,,,,,
29/12/2020," 9,023 "," 1,457 "," 1,499 "," 6,067 "," 5,450 "," 7,426 "," 40,043 "," 2,024 "," 23,684 "," 17,941 ", 39 , 105 ," 7,934 ", 94 ," 122,786 ",,,,,,
30/12/2020," 9,163 "," 1,507 "," 1,591 "," 6,177 "," 5,544 "," 7,610 "," 40,661 "," 2,091 "," 23,979 "," 18,198 ", 39 , 112 ," 8,064 ", 95 ," 124,831 ",,,,,,
31/12/2020," 9,388 "," 1,586 "," 1,705 "," 6,278 "," 5,622 "," 7,870 "," 41,341 "," 2,172 "," 24,351 "," 18,577 ", 39 , 128 ," 8,300 ", 96 ," 127,453 ",,,,,,
01/01/2021," 9,591 "," 1,654 "," 1,862 "," 6,421 "," 5,731 "," 8,150 "," 42,027 "," 2,314 "," 24,700 "," 18,776 ", 39 , 147 ," 8,482 ", 98 ," 129,992 ",,,,,,
02/01/2021," 9,705 "," 1,789 "," 1,967 "," 6,550 "," 5,840 "," 8,350 "," 42,548 "," 2,348 "," 25,033 "," 19,102 ", 39 , 148 ," 8,603 ", 107 ," 132,129 ",,,,,,
03/01/2021," 9,925 "," 1,858 "," 2,137 "," 6,656 "," 5,936 "," 8,518 "," 43,234 "," 2,442 "," 25,373 "," 19,389 ", 39 , 149 ," 8,830 ", 107 ," 134,593 ",,,,,,
04/01/2021," 10,037 "," 1,921 "," 2,224 "," 6,751 "," 6,027 "," 8,751 "," 43,682 "," 2,532 "," 25,694 "," 19,609 ", 39 , 150 ," 8,974 ", 107 ," 136,498 ",,,,,,
05/01/2021," 10,198 "," 1,964 "," 2,337 "," 6,891 "," 6,173 "," 8,971 "," 44,377 "," 2,622 "," 26,082 "," 19,931 ", 39 , 151 ," 9,184 ", 107 ," 139,027 ",,,,,,
06/01/2021," 10,392 "," 2,013 "," 2,413 "," 6,980 "," 6,261 "," 9,177 "," 44,980 "," 2,705 "," 26,378 "," 20,095 ", 41 , 163 ," 9,361 ", 107 ," 141,066 ",,,,,,
07/01/2021," 10,575 "," 2,071 "," 2,496 "," 7,125 "," 6,418 "," 9,479 "," 45,640 "," 2,805 "," 26,767 "," 20,452 ", 41 , 168 ," 9,570 ", 108 ," 143,715 ",,,,,,
08/01/2021," 10,746 "," 2,101 "," 2,602 "," 7,271 "," 6,546 "," 9,671 "," 46,332 "," 2,863 "," 27,157 "," 20,672 ", 42 , 170 ," 9,742 ", 109 ," 146,024 ",,,,,,
09/01/2021," 10,856 "," 2,145 "," 2,646 "," 7,376 "," 6,635 "," 9,870 "," 46,819 "," 2,960 "," 27,462 "," 20,909 ", 45 , 172 ," 9,882 ", 112 ," 147,889 ",,,,,,
10/01/2021," 10,996 "," 2,184 "," 2,731 "," 7,495 "," 6,709 "," 10,057 "," 47,350 "," 3,028 "," 27,740 "," 21,097 ", 45 , 175 ," 10,047 ", 112 ," 149,766 ",,,,,,
11/01/2021," 11,140 "," 2,221 "," 2,784 "," 7,566 "," 6,794 "," 10,178 "," 47,944 "," 3,095 "," 28,047 "," 21,271 ", 45 , 175 ," 10,176 ", 112 ," 151,548 ",,,,,,
12/01/2021," 11,302 "," 2,266 "," 2,855 "," 7,667 "," 6,877 "," 10,314 "," 48,551 "," 3,152 "," 28,327 "," 21,485 ", 45 , 182 ," 10,285 ", 115 ," 153,423 ",,,,,,
13/01/2021," 11,436 "," 2,291 "," 2,910 "," 7,783 "," 6,967 "," 10,480 "," 49,143 "," 3,210 "," 28,685 "," 21,677 ", 45 , 185 ," 10,445 ", 115 ," 155,372 ",,,,,,
14/01/2021," 11,560 "," 2,312 "," 2,976 "," 7,870 "," 7,047 "," 10,685 "," 49,669 "," 3,278 "," 28,927 "," 21,854 ", 45 , 185 ," 10,548 ", 123 ," 157,079 ",,,,,,
15/01/2021," 11,729 "," 2,347 "," 3,044 "," 8,004 "," 7,185 "," 10,847 "," 50,305 "," 3,359 "," 29,266 "," 22,116 ", 46 , 189 ," 10,679 ", 123 ," 159,239 ",,,,,,
16/01/2021," 11,899 "," 2,372 "," 3,113 "," 8,082 "," 7,299 "," 11,010 "," 50,771 "," 3,413 "," 29,561 "," 22,285 ", 48 , 189 ," 10,810 ", 140 ," 160,992 ",,,,,,
17/01/2021," 12,024 "," 2,382 "," 3,161 "," 8,157 "," 7,373 "," 11,141 "," 51,183 "," 3,456 "," 29,787 "," 22,408 ", 48 , 192 ," 10,881 ", 140 ," 162,333 ",,,,,,
18/01/2021," 12,140 "," 2,411 "," 3,199 "," 8,218 "," 7,443 "," 11,254 "," 51,634 "," 3,477 "," 30,031 "," 22,586 ", 49 , 195 ," 10,971 ", 154 ," 163,762 ",,,,,,
19/01/2021," 12,236 "," 2,425 "," 3,234 "," 8,300 "," 7,504 "," 11,340 "," 51,988 "," 3,499 "," 30,209 "," 22,728 ", 51 , 200 ," 11,054 ", 159 ," 164,927 ",,,,,,
20/01/2021," 12,377 "," 2,449 "," 3,277 "," 8,370 "," 7,615 "," 11,492 "," 52,500 "," 3,543 "," 30,464 "," 22,879 ", 53 , 203 ," 11,198 ", 163 ," 166,583 ",,,,,,
21/01/2021," 12,493 "," 2,473 "," 3,334 "," 8,436 "," 7,720 "," 11,596 "," 53,010 "," 3,585 "," 30,792 "," 23,061 ", 53 , 205 ," 11,294 ", 167 ," 168,219 ",,,,,,
22/01/2021," 12,614 "," 2,504 "," 3,376 "," 8,498 "," 7,793 "," 11,724 "," 53,437 "," 3,631 "," 31,065 "," 23,227 ", 56 , 206 ," 11,400 ", 168 ," 169,699 ",,,,,,
23/01/2021," 12,722 "," 2,526 "," 3,408 "," 8,556 "," 7,862 "," 11,824 "," 53,819 "," 3,675 "," 31,321 "," 23,382 ", 56 , 208 ," 11,479 ", 168 ," 171,006 ",,,,,,
24/01/2021," 12,808 "," 2,547 "," 3,448 "," 8,600 "," 7,934 "," 11,950 "," 54,182 "," 3,709 "," 31,549 "," 23,493 ", 56 , 208 ," 11,548 ", 169 ," 172,201 ",,,,,,
25/01/2021," 12,895 "," 2,554 "," 3,473 "," 8,627 "," 7,986 "," 11,996 "," 54,406 "," 3,723 "," 31,687 "," 23,576 ", 57 , 209 ," 11,595 ", 169 ," 172,953 ",,,,,,
26/01/2021," 12,984 "," 2,566 "," 3,497 "," 8,677 "," 8,045 "," 12,074 "," 54,753 "," 3,756 "," 31,883 "," 23,672 ", 60 , 210 ," 11,655 ", 170 ," 174,002 ",,,,,,
27/01/2021," 13,094 "," 2,586 "," 3,543 "," 8,730 "," 8,129 "," 12,167 "," 55,147 "," 3,798 "," 32,128 "," 23,807 ", 60 , 210 ," 11,762 ", 171 ," 175,332 ",,,,,,
28/01/2021," 13,162 "," 2,597 "," 3,572 "," 8,786 "," 8,218 "," 12,261 "," 55,499 "," 3,843 "," 32,361 "," 23,957 ", 61 , 210 ," 11,826 ", 180 ," 176,533 ",,,,,,
29/01/2021," 13,270 "," 2,614 "," 3,599 "," 8,838 "," 8,295 "," 12,325 "," 55,836 "," 3,886 "," 32,568 "," 24,104 ", 61 , 210 ," 11,896 ", 186 ," 177,688 ",,,,,,
30/01/2021," 13,344 "," 2,626 "," 3,631 "," 8,870 "," 8,352 "," 12,388 "," 56,167 "," 3,926 "," 32,742 "," 24,223 ", 62 , 210 ," 11,955 ", 186 ," 178,682 ",,,,,,
31/01/2021," 13,457 "," 2,638 "," 3,660 "," 8,910 "," 8,406 "," 12,426 "," 56,458 "," 3,960 "," 32,918 "," 24,344 ", 62 , 210 ," 12,048 ", 188 ," 179,685 ",,,,,,
01/02/2021," 13,515 "," 2,649 "," 3,679 "," 8,950 "," 8,481 "," 12,471 "," 56,702 "," 3,976 "," 33,085 "," 24,455 ", 62 , 210 ," 12,109 ", 189 ," 180,533 ",,,,,,
02/02/2021," 13,579 "," 2,655 "," 3,695 "," 8,989 "," 8,552 "," 12,516 "," 56,963 "," 3,987 "," 33,223 "," 24,518 ", 62 , 210 ," 12,146 ", 196 ," 181,291 ",,,,,,
03/02/2021," 13,661 "," 2,666 "," 3,708 "," 9,031 "," 8,653 "," 12,569 "," 57,269 "," 4,029 "," 33,391 "," 24,600 ", 62 , 210 ," 12,223 ", 197 ," 182,269 ",,,,,,
04/02/2021," 13,721 "," 2,685 "," 3,725 "," 9,077 "," 8,785 "," 12,646 "," 57,608 "," 4,067 "," 33,581 "," 24,759 ", 62 , 210 ," 12,290 ", 202 ," 183,418 ",,,,,,
05/02/2021," 13,797 "," 2,690 "," 3,750 "," 9,101 "," 8,877 "," 12,701 "," 57,872 "," 4,114 "," 33,715 "," 24,862 ", 62 , 210 ," 12,353 ", 209 ," 184,313 ",,,,,,
06/02/2021," 13,866 "," 2,699 "," 3,768 "," 9,131 "," 8,974 "," 12,734 "," 58,125 "," 4,148 "," 33,873 "," 24,995 ", 63 , 210 ," 12,410 ", 212 ," 185,208 ",,,,,,
07/02/2021," 13,913 "," 2,705 "," 3,779 "," 9,156 "," 9,034 "," 12,778 "," 58,250 "," 4,163 "," 34,002 "," 25,067 ", 63 , 211 ," 12,457 ", 214 ," 185,792 ",,Please see note C13 on the notes page,,,,
08/02/2021," 13,996 "," 2,709 "," 3,806 "," 9,178 "," 9,097 "," 12,829 "," 58,533 "," 4,214 "," 34,171 "," 25,188 ", 63 , 211 ," 12,506 ", 219 ," 186,720 ",,,,,,
09/02/2021," 14,060 "," 2,715 "," 3,825 "," 9,202 "," 9,190 "," 12,863 "," 58,810 "," 4,246 "," 34,330 "," 25,278 ", 63 , 212 ," 12,526 ", 222 ," 187,542 ",,,,,,
10/02/2021," 14,157 "," 2,722 "," 3,844 "," 9,236 "," 9,272 "," 12,909 "," 59,020 "," 4,265 "," 34,460 "," 25,387 ", 64 , 212 ," 12,571 ", 226 ," 188,345 ",,,,,,
11/02/2021," 14,273 "," 2,727 "," 3,875 "," 9,259 "," 9,345 "," 12,954 "," 59,263 "," 4,309 "," 34,605 "," 25,468 ", 66 , 212 ," 12,590 ", 229 ," 189,175 ",,,,,,
12/02/2021," 14,392 "," 2,731 "," 3,888 "," 9,295 "," 9,430 "," 12,974 "," 59,520 "," 4,334 "," 34,738 "," 25,568 ", 68 , 212 ," 12,613 ", 242 ," 190,005 ",,,,,,
13/02/2021," 14,496 "," 2,735 "," 3,898 "," 9,330 "," 9,549 "," 13,031 "," 59,755 "," 4,362 "," 34,909 "," 25,671 ", 69 , 212 ," 12,653 ", 243 ," 190,913 ",,,,,,
14/02/2021," 14,589 "," 2,738 "," 3,907 "," 9,362 "," 9,636 "," 13,078 "," 60,006 "," 4,382 "," 35,061 "," 25,847 ", 69 , 212 ," 12,682 ", 247 ," 191,816 ",,,,,,
15/02/2021," 14,653 "," 2,743 "," 3,914 "," 9,387 "," 9,689 "," 13,097 "," 60,129 "," 4,411 "," 35,158 "," 25,959 ", 69 , 212 ," 12,704 ", 250 ," 192,375 ",,,,,,
16/02/2021," 14,699 "," 2,746 "," 3,929 "," 9,433 "," 9,763 "," 13,124 "," 60,381 "," 4,424 "," 35,284 "," 26,098 ", 69 , 212 ," 12,734 ", 252 ," 193,148 ",,,,,,
17/02/2021," 14,812 "," 2,758 "," 3,940 "," 9,460 "," 9,892 "," 13,177 "," 60,671 "," 4,450 "," 35,514 "," 26,279 ", 69 , 212 ," 12,781 ", 254 ," 194,269 ",,,,,,
18/02/2021," 14,843 "," 2,759 "," 3,948 "," 9,522 "," 9,985 "," 13,203 "," 60,829 "," 4,487 "," 35,614 "," 26,399 ", 70 , 212 ," 12,825 ", 258 ," 194,954 ",,,,,,
19/02/2021," 14,925 "," 2,766 "," 3,964 "," 9,547 "," 10,066 "," 13,231 "," 61,096 "," 4,504 "," 35,780 "," 26,562 ", 70 , 212 ," 12,856 ", 260 ," 195,839 ",,,,,,
20/02/2021," 14,990 "," 2,779 "," 3,982 "," 9,595 "," 10,141 "," 13,256 "," 61,305 "," 4,526 "," 35,914 "," 26,734 ", 70 , 212 ," 12,878 ", 260 ," 196,642 ",,,,,,
21/02/2021," 15,057 "," 2,784 "," 3,985 "," 9,633 "," 10,205 "," 13,292 "," 61,507 "," 4,551 "," 36,082 "," 26,912 ", 70 , 212 ," 12,918 ", 261 ," 197,469 ",,,,,,
22/02/2021," 15,113 "," 2,790 "," 3,993 "," 9,659 "," 10,267 "," 13,326 "," 61,753 "," 4,568 "," 36,181 "," 27,052 ", 70 , 212 ," 12,938 ", 262 ," 198,184 ",,,,,,
23/02/2021," 15,152 "," 2,791 "," 4,005 "," 9,683 "," 10,338 "," 13,338 "," 61,951 "," 4,582 "," 36,309 "," 27,175 ", 70 , 212 ," 12,967 ", 266 ," 198,839 ",,,,,,
24/02/2021," 15,201 "," 2,793 "," 4,017 "," 9,724 "," 10,438 "," 13,385 "," 62,175 "," 4,601 "," 36,429 "," 27,308 ", 70 , 212 ," 13,016 ", 268 ," 199,637 ",,,,,,
25/02/2021," 15,259 "," 2,799 "," 4,022 "," 9,764 "," 10,513 "," 13,403 "," 62,402 "," 4,615 "," 36,575 "," 27,449 ", 70 , 212 ," 13,055 ", 268 ," 200,406 ",,,,,,
26/02/2021," 15,297 "," 2,801 "," 4,028 "," 9,805 "," 10,590 "," 13,422 "," 62,563 "," 4,621 "," 36,672 "," 27,554 ", 70 , 212 ," 13,084 ", 268 ," 200,987 ",,,,,,
27/02/2021," 15,325 "," 2,803 "," 4,032 "," 9,828 "," 10,636 "," 13,441 "," 62,714 "," 4,631 "," 36,761 "," 27,660 ", 70 , 212 ," 13,130 ", 269 ," 201,512 ",,,,,,
28/02/2021," 15,346 "," 2,804 "," 4,036 "," 9,859 "," 10,701 "," 13,463 "," 62,885 "," 4,641 "," 36,856 "," 27,774 ", 70 , 212 ," 13,168 ", 269 ," 202,084 ",,,,,,
01/03/2021," 15,376 "," 2,807 "," 4,040 "," 9,876 "," 10,740 "," 13,476 "," 63,008 "," 4,655 "," 36,907 "," 27,844 ", 70 , 212 ," 13,188 ", 271 ," 202,470 ",,,,,,
02/03/2021," 15,400 "," 2,810 "," 4,043 "," 9,891 "," 10,814 "," 13,488 "," 63,166 "," 4,673 "," 37,008 "," 27,948 ", 70 , 212 ," 13,217 ", 272 ," 203,012 ",,,,,,
03/03/2021," 15,449 "," 2,813 "," 4,045 "," 9,914 "," 10,884 "," 13,517 "," 63,316 "," 4,682 "," 37,110 "," 28,025 ", 70 , 212 ," 13,246 ", 272 ," 203,555 ",,,,,,
04/03/2021," 15,481 "," 2,816 "," 4,048 "," 9,936 "," 10,942 "," 13,540 "," 63,462 "," 4,704 "," 37,197 "," 28,096 ", 70 , 213 ," 13,276 ", 274 ," 204,055 ",,,,,,
05/03/2021," 15,505 "," 2,820 "," 4,052 "," 9,947 "," 10,987 "," 13,560 "," 63,619 "," 4,717 "," 37,304 "," 28,169 ", 70 , 213 ," 13,313 ", 277 ," 204,553 ",,,,,,
06/03/2021," 15,537 "," 2,824 "," 4,056 "," 9,995 "," 11,036 "," 13,586 "," 63,785 "," 4,726 "," 37,395 "," 28,241 ", 70 , 213 ," 13,359 ", 285 ," 205,108 ",,,,,,
07/03/2021," 15,561 "," 2,827 "," 4,060 "," 10,003 "," 11,092 "," 13,615 "," 63,889 "," 4,738 "," 37,456 "," 28,304 ", 70 , 213 ," 13,382 ", 288 ," 205,498 ",,,,,,
08/03/2021," 15,598 "," 2,833 "," 4,061 "," 10,044 "," 11,139 "," 13,640 "," 64,027 "," 4,752 "," 37,555 "," 28,371 ", 70 , 213 ," 13,408 ", 288 ," 205,999 ",,,,,,
09/03/2021," 15,624 "," 2,835 "," 4,069 "," 10,068 "," 11,191 "," 13,657 "," 64,181 "," 4,770 "," 37,636 "," 28,433 ", 70 , 213 ," 13,429 ", 289 ," 206,465 ",,,,,,
10/03/2021," 15,707 "," 2,837 "," 4,074 "," 10,105 "," 11,251 "," 13,687 "," 64,413 "," 4,785 "," 37,738 "," 28,529 ", 70 , 213 ," 13,457 ", 290 ," 207,156 ",,,,,,
11/03/2021," 15,758 "," 2,837 "," 4,081 "," 10,142 "," 11,307 "," 13,728 "," 64,596 "," 4,793 "," 37,840 "," 28,602 ", 70 , 213 ," 13,490 ", 290 ," 207,747 ",,,,,,
12/03/2021," 15,800 "," 2,842 "," 4,084 "," 10,185 "," 11,346 "," 13,771 "," 64,847 "," 4,817 "," 37,945 "," 28,695 ", 70 , 213 ," 13,524 ", 290 ," 208,429 ",,,,,,
13/03/2021," 15,855 "," 2,844 "," 4,088 "," 10,227 "," 11,393 "," 13,805 "," 65,021 "," 4,842 "," 38,077 "," 28,792 ", 70 , 213 ," 13,551 ", 290 ," 209,068 ",,,,,,
14/03/2021," 15,904 "," 2,846 "," 4,089 "," 10,266 "," 11,426 "," 13,828 "," 65,182 "," 4,851 "," 38,142 "," 28,867 ", 70 , 213 ," 13,578 ", 290 ," 209,552 ",,,,,,
15/03/2021," 15,949 "," 2,847 "," 4,091 "," 10,295 "," 11,449 "," 13,846 "," 65,320 "," 4,867 "," 38,218 "," 28,937 ", 70 , 214 ," 13,615 ", 290 ," 210,008 ",,,,,,
16/03/2021," 16,000 "," 2,851 "," 4,091 "," 10,343 "," 11,486 "," 13,874 "," 65,527 "," 4,876 "," 38,316 "," 29,018 ", 70 , 219 ," 13,644 ", 290 ," 210,605 ",,,,,,
17/03/2021," 16,074 "," 2,854 "," 4,096 "," 10,393 "," 11,521 "," 13,896 "," 65,706 "," 4,887 "," 38,413 "," 29,123 ", 70 , 219 ," 13,687 ", 291 ," 211,230 ",,,,,,
18/03/2021," 16,119 "," 2,856 "," 4,097 "," 10,438 "," 11,556 "," 13,927 "," 65,874 "," 4,899 "," 38,505 "," 29,257 ", 70 , 221 ," 13,744 ", 291 ," 211,854 ",,,,,,
19/03/2021," 16,170 "," 2,857 "," 4,098 "," 10,478 "," 11,589 "," 13,962 "," 66,036 "," 4,912 "," 38,639 "," 29,395 ", 70 , 221 ," 13,791 ", 291 ," 212,509 ",,,,,,
20/03/2021," 16,203 "," 2,857 "," 4,100 "," 10,518 "," 11,625 "," 13,993 "," 66,167 "," 4,922 "," 38,716 "," 29,480 ", 70 , 224 ," 13,831 ", 291 ," 212,997 ",,,,,,
21/03/2021," 16,232 "," 2,857 "," 4,105 "," 10,544 "," 11,657 "," 14,018 "," 66,308 "," 4,926 "," 38,818 "," 29,584 ", 71 , 224 ," 13,894 ", 291 ," 213,529 ",,,,,,
22/03/2021," 16,253 "," 2,857 "," 4,106 "," 10,563 "," 11,684 "," 14,043 "," 66,443 "," 4,930 "," 38,872 "," 29,630 ", 71 , 224 ," 13,918 ", 294 ," 213,888 ",,,,,,
23/03/2021," 16,283 "," 2,857 "," 4,116 "," 10,594 "," 11,704 "," 14,071 "," 66,586 "," 4,936 "," 38,974 "," 29,737 ", 71 , 229 ," 13,931 ", 294 ," 214,383 ",,,,,,
24/03/2021," 16,306 "," 2,857 "," 4,125 "," 10,628 "," 11,763 "," 14,125 "," 66,773 "," 4,940 "," 39,082 "," 29,902 ", 71 , 229 ," 13,980 ", 294 ," 215,075 ",,Please see note C14 on the notes page,,,,
25/03/2021," 16,344 "," 2,859 "," 4,129 "," 10,654 "," 11,794 "," 14,181 "," 66,950 "," 4,952 "," 39,223 "," 29,882 ", 71 , 230 ," 14,036 ", 294 ," 215,599 ",,Please see note C15 on the notes page,,,,
26/03/2021," 16,376 "," 2,863 "," 4,130 "," 10,681 "," 11,823 "," 14,224 "," 67,119 "," 4,954 "," 39,332 "," 29,976 ", 71 , 230 ," 14,069 ", 294 ," 216,142 ",,,,,,
27/03/2021," 16,404 "," 2,866 "," 4,134 "," 10,710 "," 11,872 "," 14,269 "," 67,276 "," 4,958 "," 39,432 "," 30,095 ", 71 , 230 ," 14,094 ", 294 ," 216,705 ",,,,,,
28/03/2021," 16,439 "," 2,867 "," 4,134 "," 10,730 "," 11,913 "," 14,284 "," 67,383 "," 4,959 "," 39,513 "," 30,176 ", 71 , 231 ," 14,133 ", 294 ," 217,127 ",,,,,,
29/03/2021," 16,461 "," 2,870 "," 4,134 "," 10,751 "," 11,954 "," 14,313 "," 67,484 "," 4,961 "," 39,581 "," 30,220 ", 71 , 231 ," 14,154 ", 294 ," 217,479 ",,,,,,
30/03/2021," 16,483 "," 2,870 "," 4,136 "," 10,773 "," 11,999 "," 14,326 "," 67,576 "," 4,968 "," 39,659 "," 30,329 ", 71 , 231 ," 14,175 ", 294 ," 217,890 ",,Please see notes C16 and C17 on the notes page.,,,,
31/03/2021," 16,524 "," 2,871 "," 4,137 "," 10,799 "," 12,074 "," 14,374 "," 67,712 "," 4,972 "," 39,757 "," 30,402 ", 71 , 232 ," 14,213 ", 294 ," 218,432 ",,,,,,
01/04/2021," 16,548 "," 2,872 "," 4,137 "," 10,812 "," 12,114 "," 14,409 "," 67,832 "," 4,975 "," 39,824 "," 30,475 ", 71 , 232 ," 14,237 ", 294 ," 218,832 ",,,,,,
02/04/2021," 16,571 "," 2,872 "," 4,137 "," 10,860 "," 12,150 "," 14,434 "," 67,937 "," 4,983 "," 39,896 "," 30,538 ", 71 , 232 ," 14,271 ", 294 ," 219,246 ",,,,,,
03/04/2021," 16,596 "," 2,873 "," 4,137 "," 10,892 "," 12,185 "," 14,453 "," 68,061 "," 4,996 "," 39,958 "," 30,595 ", 71 , 232 ," 14,300 ", 294 ," 219,643 ",,,,,,
04/04/2021," 16,613 "," 2,873 "," 4,137 "," 10,916 "," 12,224 "," 14,473 "," 68,158 "," 5,006 "," 40,010 "," 30,653 ", 71 , 232 ," 14,326 ", 294 ," 219,986 ",,,,,,
05/04/2021," 16,620 "," 2,874 "," 4,137 "," 10,936 "," 12,240 "," 14,488 "," 68,231 "," 5,015 "," 40,055 "," 30,699 ", 71 , 232 ," 14,342 ", 294 ," 220,234 ",,,,,,
06/04/2021," 16,634 "," 2,874 "," 4,137 "," 10,961 "," 12,259 "," 14,497 "," 68,324 "," 5,022 "," 40,087 "," 30,743 ", 71 , 232 ," 14,358 ", 294 ," 220,493 ",,,,,,
07/04/2021," 16,647 "," 2,874 "," 4,137 "," 10,988 "," 12,280 "," 14,519 "," 68,418 "," 5,024 "," 40,139 "," 30,789 ", 71 , 232 ," 14,370 ", 294 ," 220,782 ",,,,,,
08/04/2021," 16,662 "," 2,875 "," 4,137 "," 11,021 "," 12,323 "," 14,556 "," 68,518 "," 5,027 "," 40,204 "," 30,830 ", 71 , 232 ," 14,396 ", 294 ," 221,146 ",,,,,,
09/04/2021," 16,677 "," 2,876 "," 4,139 "," 11,049 "," 12,347 "," 14,590 "," 68,608 "," 5,029 "," 40,245 "," 30,866 ", 71 , 232 ," 14,408 ", 294 ," 221,431 ",,,,,,
